state_alpha,county_name,county_ansi,state_fips_code,year,"AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $","AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $","AG SERVICES, OTHER - EXPENSE, MEASURED IN $","AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $","ANIMAL TOTALS - EXPENSE, MEASURED IN $","ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $","CHEMICAL TOTALS - EXPENSE, MEASURED IN $","DEPRECIATION - EXPENSE, MEASURED IN $","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","FEED - EXPENSE, MEASURED IN $","FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $","FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $","INTEREST - EXPENSE, MEASURED IN $","INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $","INTEREST, REAL ESTATE - EXPENSE, MEASURED IN $","LABOR, CONTRACT - EXPENSE, MEASURED IN $","LABOR, HIRED - EXPENSE, MEASURED IN $","LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $","LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $","RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $","SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $","SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - EXPENSE, MEASURED IN $","TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - EXPENSE, MEASURED IN $","ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $"
MS,TUNICA,143,28,2012,2770000,NA,8002000,1651000,NA,NA,12880000,7173000,102411000,NA,10202000,9055000,2659000,1545000,1113000,365000,10970000,2534000,87000,14238000,16126000,4843000,NA,NA
MS,UNION,145,28,2007,160000,12000,720000,201000,872000,175000,380000,1396000,13597000,2979000,1871000,1109000,795000,189000,606000,56000,482000,174000,109000,355000,933000,1533000,1137000,698000
MS,UNION,145,28,2012,162000,19000,651000,238000,747000,304000,715000,1956000,14926000,2581000,2419000,1306000,1018000,189000,830000,140000,672000,288000,334000,688000,1323000,1408000,839000,443000
MS,WALTHALL,147,28,2007,761000,37000,5855000,1238000,7948000,881000,432000,4683000,65119000,35805000,2091000,2378000,1862000,239000,1623000,325000,1592000,779000,241000,251000,561000,3054000,931000,7067000
MS,WALTHALL,147,28,2012,829000,75000,1173000,1775000,7998000,1835000,640000,3821000,67289000,41218000,1581000,2357000,1885000,169000,1717000,487000,1833000,582000,437000,1400000,732000,2308000,998000,6163000
MS,WARREN,149,28,2007,456000,360000,909000,197000,201000,NA,1999000,2046000,14764000,424000,1674000,1165000,833000,336000,497000,197000,1081000,319000,207000,1644000,1372000,1598000,653000,NA
MS,WARREN,149,28,2012,804000,284000,1458000,237000,54000,44000,2479000,1743000,21730000,335000,2767000,1831000,1105000,748000,357000,123000,1603000,221000,317000,2219000,2999000,2909000,523000,10000
MS,WASHINGTON,151,28,2007,4336000,3307000,10011000,4123000,374000,27000,17310000,9257000,139517000,10124000,14923000,11494000,5225000,3481000,1744000,649000,11378000,5157000,483000,22502000,12141000,10257000,1363000,347000
MS,WASHINGTON,151,28,2012,7666000,4984000,11566000,4627000,86000,10000,27698000,14419000,189498000,7922000,21062000,17466000,5618000,3970000,1648000,463000,12222000,4627000,404000,31880000,23444000,11470000,1324000,75000
MS,WAYNE,153,28,2007,97000,31000,11489000,1865000,25583000,688000,178000,4382000,125317000,73457000,787000,2585000,1902000,346000,1555000,765000,2039000,135000,320000,281000,371000,2951000,938000,24895000
MS,WAYNE,153,28,2012,1416000,80000,2681000,2706000,32187000,835000,279000,5347000,145180000,91114000,853000,2478000,2196000,247000,1948000,1027000,3726000,449000,1160000,436000,248000,2925000,829000,31353000
MS,WEBSTER,155,28,2007,53000,10000,608000,154000,6297000,NA,848000,602000,17376000,3098000,1070000,1081000,458000,166000,292000,47000,672000,103000,177000,392000,711000,1306000,572000,NA
MS,WEBSTER,155,28,2012,330000,23000,1138000,287000,1306000,NA,1221000,1897000,17398000,3382000,1606000,1664000,936000,304000,632000,242000,1229000,974000,116000,566000,1118000,1737000,611000,NA
MS,WILKINSON,157,28,2007,103000,116000,334000,101000,1141000,NA,113000,1703000,7596000,651000,745000,1052000,787000,262000,525000,85000,440000,100000,84000,298000,239000,825000,566000,NA
MS,WILKINSON,157,28,2012,134000,72000,421000,220000,427000,235000,226000,826000,7574000,976000,717000,672000,588000,227000,361000,NA,NA,NA,276000,319000,476000,780000,513000,192000
MS,WINSTON,159,28,2007,NA,NA,2602000,637000,7224000,215000,113000,3029000,36702000,19358000,739000,1278000,1247000,158000,1089000,145000,560000,225000,145000,188000,111000,1793000,539000,7009000
MS,WINSTON,159,28,2012,520000,41000,1061000,1170000,10053000,1203000,248000,3982000,60986000,39622000,640000,1400000,1520000,159000,1361000,353000,1076000,404000,446000,179000,257000,2091000,754000,8850000
MS,YALOBUSHA,161,28,2007,47000,49000,853000,189000,215000,47000,667000,1101000,10869000,734000,1501000,935000,726000,217000,509000,95000,727000,212000,67000,730000,1260000,904000,1237000,168000
MS,YALOBUSHA,161,28,2012,126000,73000,1330000,296000,482000,202000,2390000,1390000,15800000,1100000,2212000,1273000,674000,177000,497000,220000,902000,278000,142000,678000,1574000,1783000,688000,281000
MS,YAZOO,163,28,2007,2675000,3769000,6484000,1508000,724000,513000,11731000,9302000,95245000,4824000,14168000,6858000,4148000,2336000,1812000,559000,7224000,2095000,279000,12634000,8113000,7063000,2761000,211000
MS,YAZOO,163,28,2012,4649000,4267000,8927000,1862000,704000,397000,16862000,7904000,124323000,6536000,20135000,7832000,4708000,2046000,2663000,557000,8187000,3008000,871000,16715000,12631000,7631000,2120000,306000
MT,BEAVERHEAD,001,30,2007,1646000,369000,6608000,2797000,13528000,2598000,672000,7289000,68679000,7293000,3392000,4292000,5740000,1588000,4152000,868000,8531000,2293000,339000,4110000,520000,5558000,2755000,10929000
MT,BEAVERHEAD,001,30,2012,3002000,425000,8769000,3866000,20231000,3155000,715000,10850000,110525000,22031000,6002000,6477000,5409000,2267000,3142000,1282000,11904000,3121000,545000,7401000,1038000,8764000,3211000,17076000
MT,BIG HORN,003,30,2007,3517000,874000,5043000,2306000,12018000,5038000,2543000,11017000,78811000,6529000,5725000,6428000,5179000,1466000,3713000,745000,5673000,1306000,283000,11070000,1703000,7104000,2354000,6980000
MT,BIG HORN,003,30,2012,2280000,668000,4940000,3436000,8879000,6125000,3861000,9413000,87835000,11392000,8511000,7227000,5134000,1282000,3852000,634000,6991000,2020000,474000,11946000,3171000,6251000,2514000,2754000
MT,BLAINE,005,30,2007,1184000,530000,5213000,1839000,4496000,3065000,2804000,7967000,60073000,4438000,4620000,6677000,5424000,1608000,3815000,596000,3344000,1786000,335000,8760000,998000,6156000,2995000,1432000
MT,BLAINE,005,30,2012,1952000,1039000,5555000,2699000,5204000,2979000,5886000,10376000,83300000,7131000,10777000,7318000,6092000,1287000,4805000,903000,4732000,1597000,482000,10522000,2092000,7842000,3557000,2225000
MT,BROADWATER,007,30,2007,342000,84000,2337000,1134000,1280000,576000,860000,3570000,20698000,1266000,2479000,2015000,2001000,469000,1533000,213000,1738000,507000,171000,1277000,587000,2095000,990000,704000
MT,BROADWATER,007,30,2012,505000,138000,2329000,1597000,930000,666000,1392000,4373000,35701000,2825000,4970000,2637000,3456000,2100000,1356000,286000,3078000,1422000,277000,6844000,975000,2507000,1229000,264000
MT,CARBON,009,30,2007,409000,162000,2366000,1351000,8906000,1439000,1070000,8245000,41247000,3597000,2223000,3715000,4045000,962000,3083000,304000,2687000,902000,347000,4017000,729000,3925000,1742000,7467000
MT,CARBON,009,30,2012,847000,110000,3473000,2125000,15730000,3023000,1572000,6462000,74809000,14111000,4612000,5074000,6115000,985000,5131000,318000,4570000,2590000,424000,4549000,2273000,5850000,3480000,12707000
MT,CARTER,011,30,2007,439000,160000,2712000,914000,5705000,1943000,772000,4760000,32175000,3189000,951000,3146000,2944000,1176000,1768000,338000,1938000,608000,249000,3917000,369000,3093000,1589000,3762000
MT,CARTER,011,30,2012,1029000,259000,5979000,1421000,7764000,3311000,1421000,8551000,57214000,8721000,1546000,4358000,8010000,1441000,6570000,671000,3461000,930000,619000,5126000,649000,5014000,1785000,4453000
MT,CASCADE,013,30,2007,991000,435000,5380000,2245000,7223000,2815000,3532000,7918000,70505000,5859000,9344000,5852000,5718000,1608000,4110000,454000,4709000,1919000,264000,7043000,1131000,6354000,4236000,4408000
MT,CASCADE,013,30,2012,1483000,1075000,5716000,3383000,8033000,4085000,5269000,9608000,96163000,14854000,11453000,7265000,5838000,1379000,4458000,622000,6199000,2913000,443000,10622000,2672000,7236000,4444000,3947000
MT,CHOUTEAU,015,30,2007,3526000,1739000,12189000,2359000,3000000,1863000,12357000,15555000,105570000,3216000,18378000,9491000,7005000,2166000,4839000,731000,6101000,1736000,531000,8311000,2632000,9787000,4747000,1138000
MT,CHOUTEAU,015,30,2012,6467000,2592000,11445000,3241000,6763000,2529000,19364000,15803000,151027000,7048000,31025000,10526000,8033000,2500000,5533000,1520000,8619000,1909000,1025000,13736000,5267000,10981000,4402000,4234000
MT,CUSTER,017,30,2007,529000,51000,3883000,1366000,13481000,3312000,874000,5383000,53745000,6558000,2025000,3837000,3657000,818000,2839000,216000,3772000,1080000,327000,6336000,907000,4328000,1925000,10169000
MT,CUSTER,017,30,2012,1740000,162000,4782000,2194000,26372000,2695000,1209000,8873000,95454000,24449000,3502000,5466000,5553000,1817000,3735000,786000,4674000,2000000,171000,5212000,1659000,5660000,2034000,23678000
MT,DANIELS,019,30,2007,966000,312000,4099000,559000,1467000,NA,4093000,7591000,39776000,890000,7726000,3796000,3831000,1057000,2773000,258000,1302000,640000,122000,3779000,1464000,3524000,1710000,NA
MT,DANIELS,019,30,2012,1977000,536000,5083000,1252000,1205000,856000,10880000,9332000,70026000,2060000,18656000,6183000,3816000,1572000,2244000,549000,2509000,1124000,278000,4758000,3277000,5071000,2215000,349000
MT,DAWSON,021,30,2007,847000,411000,4329000,1039000,3905000,1648000,3053000,6606000,45851000,3266000,5872000,4636000,3245000,1031000,2215000,224000,1953000,1071000,419000,4852000,1487000,4647000,2086000,2257000
MT,DAWSON,021,30,2012,1211000,350000,5673000,1509000,3965000,1869000,5076000,8893000,65506000,4081000,9906000,5580000,6044000,1081000,4963000,473000,2750000,1183000,369000,7969000,3114000,5748000,2056000,2095000
MT,DEER LODGE,023,30,2007,36000,15000,309000,186000,140000,121000,44000,871000,3722000,347000,173000,347000,424000,137000,287000,109000,498000,NA,116000,250000,21000,402000,421000,19000
MT,DEER LODGE,023,30,2012,NA,69000,271000,251000,350000,287000,NA,737000,4331000,416000,212000,425000,395000,101000,294000,116000,582000,205000,86000,466000,26000,454000,251000,63000
MT,FALLON,025,30,2007,366000,22000,2546000,533000,6261000,2828000,536000,5298000,28423000,3946000,1235000,2448000,2664000,776000,1888000,83000,1125000,731000,98000,2551000,338000,2989000,777000,3433000
MT,FALLON,025,30,2012,1391000,337000,4121000,1039000,12214000,2929000,1055000,6517000,47562000,7734000,1917000,3392000,2484000,953000,1532000,1148000,2383000,1681000,161000,3220000,640000,3682000,803000,9285000
MT,FERGUS,027,30,2007,1317000,462000,6136000,2292000,6369000,4033000,4565000,12551000,78169000,5416000,9815000,8107000,7388000,2477000,4910000,626000,3873000,884000,640000,8087000,1728000,7929000,4058000,2337000
MT,FERGUS,027,30,2012,1736000,1069000,7708000,3216000,10943000,5265000,6509000,15039000,111505000,11074000,14105000,9536000,7216000,2450000,4767000,1090000,5825000,2754000,708000,16929000,2033000,9181000,3334000,5678000
MT,FLATHEAD,029,30,2007,192000,100000,3256000,1616000,1669000,438000,946000,3580000,32600000,3570000,2368000,2684000,1752000,468000,1284000,704000,3554000,441000,359000,2757000,1440000,3418000,2573000,1231000
MT,FLATHEAD,029,30,2012,448000,364000,2953000,1406000,1597000,875000,1288000,3942000,38025000,3697000,4337000,2917000,2810000,483000,2328000,408000,5537000,936000,789000,2302000,2335000,3077000,2550000,722000
MT,GALLATIN,031,30,2007,1358000,958000,7549000,3692000,6563000,5223000,3538000,11006000,84192000,10959000,7161000,6282000,5371000,1204000,4167000,912000,9236000,2772000,953000,6021000,2424000,8373000,3795000,1340000
MT,GALLATIN,031,30,2012,1379000,432000,9302000,4216000,9734000,1817000,4077000,9515000,104611000,13945000,11292000,6394000,5548000,1050000,4498000,984000,12364000,4867000,1137000,9367000,3549000,7788000,4239000,7917000
MT,GARFIELD,033,30,2007,1001000,112000,2850000,999000,3014000,2645000,933000,4856000,38336000,4077000,1746000,4273000,4385000,1150000,3234000,299000,1883000,840000,184000,5925000,660000,3917000,2262000,369000
MT,GARFIELD,033,30,2012,1876000,442000,4695000,1800000,5099000,3578000,3239000,7869000,60031000,9110000,3540000,6058000,4704000,1665000,3039000,416000,2480000,1021000,422000,7749000,1800000,4494000,2530000,1520000
MT,GLACIER,035,30,2007,1992000,514000,5038000,2184000,4387000,3342000,4977000,5491000,64872000,8818000,5515000,5875000,4345000,1296000,3050000,481000,3144000,1798000,506000,8575000,1542000,5291000,2195000,1045000
MT,GLACIER,035,30,2012,2729000,1123000,5951000,2226000,3868000,3006000,8487000,7853000,85930000,11978000,12937000,7779000,4142000,1297000,2845000,583000,3943000,2083000,659000,8235000,2488000,6781000,2679000,862000
MT,GOLDEN VALLEY,037,30,2007,278000,6000,1012000,411000,729000,409000,327000,1533000,11821000,1349000,863000,1315000,1088000,274000,814000,85000,681000,479000,23000,1445000,232000,1073000,928000,320000
MT,GOLDEN VALLEY,037,30,2012,560000,36000,1675000,1309000,1131000,877000,549000,3124000,19466000,2515000,2005000,1780000,1427000,292000,1136000,68000,1842000,1670000,NA,955000,587000,2175000,852000,255000
MT,GRANITE,039,30,2007,175000,34000,1351000,566000,1822000,780000,147000,1509000,12789000,1239000,496000,1080000,1121000,257000,864000,122000,1673000,531000,80000,750000,104000,1401000,708000,1042000
MT,GRANITE,039,30,2012,150000,104000,1209000,744000,798000,764000,162000,1912000,13468000,1799000,595000,1079000,819000,144000,675000,129000,1645000,1025000,57000,2057000,78000,1262000,840000,34000
MT,HILL,041,30,2007,1791000,1597000,7289000,1839000,1776000,1146000,7556000,9780000,73280000,2855000,10547000,8289000,5906000,1615000,4291000,504000,3966000,1844000,459000,6470000,1924000,7494000,3477000,630000
MT,HILL,041,30,2012,3388000,1989000,10267000,3068000,5707000,1677000,13533000,12000000,127380000,6832000,24084000,9879000,5780000,1152000,4628000,1813000,9551000,5496000,1126000,11402000,5484000,10606000,3998000,4030000
MT,JEFFERSON,043,30,2007,104000,77000,1287000,608000,998000,616000,100000,1755000,11795000,1337000,296000,997000,1319000,272000,1047000,101000,1501000,414000,108000,552000,105000,1567000,846000,383000
MT,JEFFERSON,043,30,2012,148000,59000,1636000,1050000,1342000,1045000,87000,2366000,16227000,2455000,388000,1626000,1033000,252000,781000,243000,2114000,317000,149000,1046000,194000,1677000,1129000,297000
MT,JUDITH BASIN,045,30,2007,711000,201000,2899000,745000,9235000,2354000,1528000,4935000,41713000,3779000,3874000,3349000,3478000,1092000,2385000,359000,1957000,667000,238000,4641000,541000,3105000,1311000,6881000
MT,JUDITH BASIN,045,30,2012,838000,594000,5838000,1246000,16829000,2675000,3288000,6677000,75902000,11655000,6448000,4149000,6073000,1666000,4407000,596000,4323000,2492000,253000,7427000,1093000,3864000,1642000,14154000
MT,LAKE,047,30,2007,1085000,164000,3176000,1791000,3986000,1547000,1500000,8043000,45549000,4591000,3244000,4082000,4295000,1340000,2955000,824000,4236000,1351000,854000,3304000,1055000,5147000,3068000,2439000
MT,LAKE,047,30,2012,1135000,321000,9540000,3187000,4501000,3223000,1953000,7041000,60281000,7243000,3746000,4549000,5080000,1251000,3829000,1453000,4502000,1365000,979000,3453000,1049000,5052000,3516000,1278000
MT,LEWIS AND CLARK,049,30,2007,360000,93000,2759000,1393000,2226000,1328000,585000,4466000,29493000,3008000,1622000,2722000,2580000,453000,2128000,728000,3350000,1167000,179000,2144000,564000,3175000,2183000,899000
MT,LEWIS AND CLARK,049,30,2012,456000,169000,3100000,2055000,2237000,1137000,1174000,3840000,46372000,6537000,3488000,5346000,2815000,417000,2398000,563000,4452000,1168000,439000,6934000,954000,3550000,2542000,1100000
MT,LIBERTY,051,30,2007,744000,591000,3864000,1201000,1062000,815000,4459000,4935000,41803000,3323000,6706000,4892000,2886000,839000,2047000,169000,2247000,845000,248000,2760000,1537000,3313000,2049000,247000
MT,LIBERTY,051,30,2012,1988000,1011000,5712000,1943000,1204000,NA,7846000,7407000,67660000,6281000,11430000,6118000,2102000,767000,1334000,519000,5188000,1228000,348000,5666000,2347000,6224000,2079000,NA
MT,LINCOLN,053,30,2007,102000,NA,622000,224000,291000,144000,81000,1126000,5805000,815000,105000,521000,424000,51000,374000,NA,648000,562000,NA,183000,48000,1009000,559000,148000
MT,LINCOLN,053,30,2012,156000,NA,461000,260000,613000,107000,NA,1110000,7741000,1077000,252000,523000,667000,49000,618000,514000,1188000,199000,84000,249000,90000,914000,722000,506000
MT,MADISON,057,30,2007,960000,386000,4222000,2334000,4244000,1880000,860000,11531000,50238000,4926000,2823000,4393000,5002000,1064000,3938000,721000,6752000,1187000,238000,4212000,621000,4603000,3179000,2365000
MT,MADISON,057,30,2012,1458000,106000,6732000,3293000,5384000,2488000,1694000,7877000,68111000,7327000,5193000,4482000,5999000,1211000,4789000,1228000,10429000,2558000,437000,4232000,1176000,5936000,3442000,2895000
MT,MCCONE,055,30,2007,915000,230000,3521000,1061000,2018000,1340000,4148000,6693000,45756000,2235000,7101000,5162000,2898000,883000,2015000,232000,1605000,719000,263000,6259000,1149000,4765000,2458000,678000
MT,MCCONE,055,30,2012,3183000,396000,7036000,1685000,4186000,3363000,9137000,10485000,79496000,4385000,15604000,6742000,4079000,1350000,2728000,433000,2661000,1483000,202000,7306000,3602000,6370000,2691000,823000
MT,MEAGHER,059,30,2007,194000,31000,2262000,873000,2743000,857000,389000,3876000,22122000,3055000,1026000,1848000,1384000,458000,926000,558000,2324000,636000,95000,2076000,104000,1961000,1294000,1885000
MT,MEAGHER,059,30,2012,508000,84000,2300000,1232000,2093000,1935000,507000,3666000,24390000,3320000,1704000,2038000,1403000,258000,1145000,438000,2438000,940000,126000,2481000,225000,2510000,1109000,158000
MT,MINERAL,061,30,2007,73000,NA,135000,56000,23000,NA,21000,203000,1586000,301000,54000,186000,216000,74000,141000,NA,7000,NA,NA,40000,7000,202000,217000,NA
MT,MINERAL,061,30,2012,23000,NA,200000,49000,40000,35000,NA,176000,1428000,322000,14000,115000,157000,25000,131000,7000,20000,10000,9000,15000,13000,128000,303000,5000
MT,MISSOULA,063,30,2007,91000,129000,1072000,687000,599000,251000,265000,1818000,13657000,1536000,335000,1066000,1856000,201000,1655000,145000,1390000,305000,312000,495000,283000,1984000,1722000,348000
MT,MISSOULA,063,30,2012,97000,86000,1701000,980000,3567000,637000,262000,2141000,29331000,2850000,409000,1315000,3515000,264000,3252000,4482000,4115000,694000,663000,1559000,372000,2070000,1948000,2930000
MT,MUSSELSHELL,065,30,2007,563000,32000,2093000,759000,3681000,1397000,468000,3011000,22965000,1893000,886000,2366000,2879000,628000,2251000,259000,1294000,260000,50000,1740000,224000,2465000,1363000,2284000
MT,MUSSELSHELL,065,30,2012,614000,54000,2185000,1101000,4460000,NA,937000,4592000,32643000,4169000,1511000,2606000,3082000,405000,2677000,261000,1418000,718000,58000,5630000,691000,2878000,1046000,NA
MT,PARK,067,30,2007,237000,61000,2175000,1117000,2576000,969000,411000,5387000,31097000,2486000,1149000,3038000,1814000,426000,1388000,261000,4856000,2175000,504000,3116000,318000,5070000,2412000,1608000
MT,PARK,067,30,2012,475000,95000,3662000,1627000,3532000,1578000,760000,3694000,41493000,4712000,1619000,3204000,2274000,486000,1787000,1140000,7505000,3251000,644000,3307000,552000,3754000,3276000,1954000
MT,PETROLEUM,069,30,2007,196000,122000,1100000,566000,1081000,846000,552000,2349000,14281000,1261000,421000,1372000,1353000,663000,690000,459000,820000,203000,96000,2435000,205000,1851000,486000,235000
MT,PETROLEUM,069,30,2012,456000,362000,2207000,728000,1636000,947000,1092000,2583000,21193000,2322000,1018000,2454000,1348000,619000,729000,705000,1351000,341000,64000,2333000,439000,1988000,755000,688000
MT,PHILLIPS,071,30,2007,881000,397000,4854000,1554000,4378000,2263000,2072000,7045000,50358000,5103000,3094000,5824000,4758000,1441000,3317000,479000,2703000,1206000,255000,5363000,764000,4967000,3167000,2115000
MT,PHILLIPS,071,30,2012,1833000,588000,6297000,2044000,5618000,3710000,4754000,9756000,84817000,6181000,10190000,6501000,7453000,1388000,6064000,734000,4025000,1984000,293000,17162000,2030000,6376000,3032000,1909000
